1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,22,2,1,4,1,19,3,30,9,31,0,0,1,0,2,0,7,2,0,3,0,14,0,28,0,41,0,0,0,4,0,22,0,61,0,0,0,1,0,12,0,36,0,8.40413461538,0,21.0453,0,7.79263207547,0,21.05075,0,8.759016,0,21.0356,0,4,1,15,5,29,22,43,1,4,1,19,3,46,9,85,0,0,1,1,2,12,7,38,0,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,12,22,25,1,3,1,6,3,9,9,20,0,3,1,5,2,6,7,9,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,9.12125,0,0,0,0,0,0,0,9.08835,0,0,0,1,1,2,5,13,22,26,1,3,1,6,3,9,9,20,0,4,1,7,2,8,7,11,0,0
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,5,12,22,24,1,5,1,14,3,24,9,32,0,4,1,12,2,25,7,34,0,2,0,4,0,7,0,7,0,0,0,0,0,1,0,14,0,0,0,4,0,14,0,24,0,7.6454,0,21.3903,0,7.99035555556,0,0,0,8.87287647059,0,0,0,5,1,8,5,19,22,31,1,5,1,14,3,24,9,43,0,4,1,14,2,32,7,51,0,0
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,15,5,23,22,39,1,3,1,13,3,16,9,25,0,8,1,18,2,20,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,0,31,0,0,0,0,0,0,0,0,0,8.65188947368,0,0,0,8,1,15,5,23,22,39,1,3,1,13,3,16,9,25,0,8,1,21,2,36,7,51,0,0
1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,18,5,22,22,30,1,3,1,10,3,20,9,33,0,1,1,2,2,4,7,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,10,0,23,0,42,0,0,0,0,0,0,0,0,0,8.48997272727,0,0,0,9,1,18,5,23,22,31,1,3,1,10,3,20,9,34,0,3,1,12,2,26,7,50,0,0
1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,1,1,10,5,18,22,37,1,6,1,19,3,25,9,36,0,5,1,16,2,21,7,27,0,1,0,4,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,2,0,12,0,20,0,0,0,0,0,8.0221,0,21.1155,0,8.34535833333,0,21.24372,0,2,1,13,5,21,22,40,1,6,1,19,3,25,9,38,0,5,1,18,2,33,7,46,0,0
1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,5,19,22,23,1,4,1,19,3,34,9,38,0,3,1,8,2,16,7,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.073,0,0,0,0,0,0,0,0,0,0,0,4,1,7,5,19,22,25,1,4,1,19,3,34,9,38,0,3,1,8,2,16,7,21,0,0
1,9,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,5,12,22,22,1,5,1,16,3,31,9,57,0,6,1,18,2,22,7,26,0,1,0,4,0,6,0,8,0,0,0,0,0,6,0,32,0,1,0,9,0,26,0,40,0,8.52842,0,0,0,7.50392916667,0,0,0,8.51518333333,0,21.2221,0,3,1,11,5,16,22,27,1,5,1,16,3,32,9,72,0,7,1,21,2,39,7,55,0,0
1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,22,5,42,22,82,1,2,1,8,3,10,9,12,0,0,1,1,2,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.1449,0,0,0,12,1,22,5,42,22,82,1,2,1,8,3,10,9,12,0,0,1,1,2,3,7,5,0,0
1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,7,22,21,1,1,1,1,3,3,9,7,0,0,1,1,2,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,7,22,21,1,1,1,1,3,3,9,8,0,0,1,1,2,1,7,1,0,0
